Index,District,No_of_Accused,Category,Acts
286,ASHOKNAGAR,2,Sensational & Heinous,"[IPC- 376(2),366,363]"
287,ASHOKNAGAR,11,Sensational & Heinous,"[IPC- 307,353,332,294,147,148,149,224,225, 3/4 sarvjanik sampati nivasaran adhiniyam]"
288,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 307,294,25,27]"
289,ASHOKNAGAR,5,Sensational & Heinous,"[IPC- 394,353,332,224,225,34]"
290,ASHOKNAGAR,1,Sensational & Heinous,[IPC- 394]
291,ASHOKNAGAR,3,Sensational & Heinous,[IPC- 307/34] [Atrocity- 3(2)5]
292,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 376,450,506,323] [POCSO- 3/4]"
293,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 376,457,] [Atrocity- 3 (2)(5),3 (1)w]"
294,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 376, 457, 3/4 posco]"
295,ASHOKNAGAR,2,Sensational & Heinous,"[IPC- 307, 302, 34 IPC]"
296,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 376AB, 363, 5M/6 Posco act.]"
297,ASHOKNAGAR,5,Sensational & Heinous,"[IPC- 363,376d,506]"
298,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 302,201]"
299,ASHOKNAGAR,2,Sensational & Heinous,"[IPC- 392,506,34]"
300,ASHOKNAGAR,2,Sensational & Heinous,"[IPC- 376(2)g,323,506/34]"
301,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 307,454,354a] [POCSO- 7/8]"
302,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 363,376,342,506,376(2)I] [POCSO- 3/4]"
303,ASHOKNAGAR,1,Sensational & Heinous,"[IPC- 376,506] [Atrocity- 3(1)(10),3(2)(5)]"
304,ASHOKNAGAR,2,Sensational & Heinous,"[IPC- 302, 201, 34 ???? ??????? 25(1-?)(?)]"
305,ASHOKNAGAR,3,Sensational & Heinous,"[IPC- 363,376 (2)N,3/4 pocso,3(1)w(ii),3(2)(5),sc,st act]"
306,ASHOKNAGAR,1,Sensational & Heinous,[IPC- 302]498a]
307,BALAGHAT,2,POCSO Cases,"[IPC- 354] [POCSO- 9,10]"
308,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 3,4,5]"
309,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
310,BALAGHAT,1,POCSO Cases,"[IPC- 450,376(2)(N),506] [POCSO- 5(J)(11)J 10]"
311,BALAGHAT,2,POCSO Cases,"[IPC- 363,376] [POCSO- 3,4,5,6]"
312,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4/6]"
313,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,5,6]"
314,BALAGHAT,1,POCSO Cases,"[IPC- 376,506] [POCSO- 5/6]"
315,BALAGHAT,1,POCSO Cases,"[IPC- 506,376(2)(1),454] [POCSO- 3,4]"
316,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
317,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
318,BALAGHAT,4,POCSO Cases,"[IPC- 450,363,376,120B] [POCSO- 5/6]"
319,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 3,4]"
320,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 5L,6N,6]"
321,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
322,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
323,BALAGHAT,1,POCSO Cases,"[IPC- 342,354,509,506] [POCSO- 7/8]"
324,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376,376(2)N] [POCSO- 5/6]"
325,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
326,BALAGHAT,1,POCSO Cases,"[IPC- 363,342,376(2)(i),506] [POCSO- 3,4,5,6]"
327,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 5,6]"
328,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 11,12]"
329,BALAGHAT,1,POCSO Cases,[IPC- 376] [POCSO- 5L/6]
330,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376,323,506] [POCSO- 5/6]"
331,BALAGHAT,3,POCSO Cases,"[IPC- 376,376(2)N,506,120B] [POCSO- 5/6] [ITA- 67A]"
332,BALAGHAT,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
333,BALAGHAT,1,POCSO Cases,[IPC- 376] [POCSO- 5/6]
334,BALAGHAT,1,POCSO Cases,"[IPC- 366,376] [POCSO- 5,6]"
335,BALAGHAT,1,POCSO Cases,"[IPC- 376,376(2)N,506] [POCSO- 3/4]"
336,BALAGHAT,1,POCSO Cases,[IPC- 376] [POCSO- 5/6]
337,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
338,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
339,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)(6)N] [POCSO- 4,5]"
340,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 5/6]"
341,BALAGHAT,1,POCSO Cases,"[IPC- 366,366(A),376,376(2)N] [POCSO- 3/4]"
342,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 5L,6]"
343,BALAGHAT,1,POCSO Cases,"[IPC- 376,450,506] [POCSO- 5/6]"
344,BALAGHAT,1,POCSO Cases,"[IPC- 366,376(2)N,506] [POCSO- 5(L)/6]"
345,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 3/4/5N]"
346,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 5,6]"
347,BALAGHAT,1,POCSO Cases,"[IPC- 363,366(2)(N)] [POCSO- 5,6]"
348,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
349,BALAGHAT,1,POCSO Cases,"[IPC- 344,363,366,376,506] [POCSO- 5/6]"
350,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 3,4,5,6]"
351,BALAGHAT,1,POCSO Cases,"[IPC- 376(2)N] [POCSO- 3,4,5,6]"
352,BALAGHAT,1,POCSO Cases,"[IPC- 354,256(D),452] [POCSO- 7/8]"
353,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 5(L),6]"
354,BALAGHAT,2,POCSO Cases,"[IPC- 376,506,34] [POCSO- 5/8]"
355,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 4/5/6]"
356,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3,4,8]"
357,BALAGHAT,1,POCSO Cases,"[IPC- 354(D),509] [POCSO- 11,12]"
358,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
359,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
360,BALAGHAT,3,POCSO Cases,"[IPC- 376] [POCSO- 5,6]"
361,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,6]"
362,BALAGHAT,2,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
363,BALAGHAT,1,POCSO Cases,"[IPC- 363,376] [POCSO- 3/4]"
364,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
365,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 3,4]"
366,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
367,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
368,BALAGHAT,1,POCSO Cases,
369,BALAGHAT,2,POCSO Cases,"[IPC- 363,366,376,212,506] [POCSO- 5/6]"
370,BALAGHAT,6,POCSO Cases,"[IPC- 363,365,120B] [POCSO- 3/4]"
371,BALAGHAT,1,POCSO Cases,[IPC- 376] [POCSO- 3/4]
372,BALAGHAT,1,POCSO Cases,"[IPC- 376,456,506] [POCSO- 3/4]"
373,BALAGHAT,1,POCSO Cases,"[IPC- 366,376,376(2)N] [POCSO- 5L/6]"
374,BALAGHAT,1,POCSO Cases,[IPC- 376]
375,BALAGHAT,1,POCSO Cases,[IPC- 376] [POCSO- 5L/6]
376,BALAGHAT,1,POCSO Cases,"[IPC- 363,366(A),376(2)N] [POCSO- 5/6]"
377,BALAGHAT,2,POCSO Cases,"[IPC- 376,323,376D] [POCSO- 3/4]"
378,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
379,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3,4,5,6]"
380,BALAGHAT,2,POCSO Cases,"[IPC- 363,366,376(2)i] [POCSO- 5/6]"
381,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
382,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 5L,6]"
383,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 5L,5]"
384,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
385,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
386,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 3/4]"
387,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 5/6]"
388,i,1,POCSO Cases,"[IPC- 294,506,354] [POCSO- 7/8]"
389,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 5L,6]"
390,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3,4,5]"
391,BALAGHAT,2,POCSO Cases,"[IPC- 363,366,376,506,456] [POCSO- 5]"
392,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376,506] [POCSO- 3,4,5,6]"
393,BALAGHAT,1,POCSO Cases,"[IPC- 376,506] [POCSO- 3/4] [ITA- 67,67-A,67-B]"
394,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3,4,5,6]"
395,BALAGHAT,1,POCSO Cases,[IPC- 376(2)F] [POCSO- 5(N)8]
396,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4,5/6]"
397,BALAGHAT,1,POCSO Cases,"[IPC- 363,376(A,B)] [POCSO- 5(M)/6]"
398,BALAGHAT,1,POCSO Cases,"[IPC- 376(2) I-N] [POCSO- 5,6]"
399,BALAGHAT,4,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
400,BALAGHAT,1,POCSO Cases,"[IPC- 354] [POCSO- 7,8]"
401,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 3,4]"
402,BALAGHAT,1,POCSO Cases,"[IPC- 363,376,] [POCSO- 5/6]"
403,BALAGHAT,1,POCSO Cases,"[IPC- 363,376,506,323] [POCSO- 3,4,5,6]"
404,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376,506] [POCSO- 5/6]"
405,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4,5/6]"
406,BALAGHAT,1,POCSO Cases,"[IPC- 376,323,506] [POCSO- 3/4]"
407,BALAGHAT,2,POCSO Cases,"[IPC- 363,366,376(2)(jha),506B,120B] [POCSO- 5,6]"
408,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 3,4]"
409,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 3,4,5]"
410,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 4]"
411,BALAGHAT,2,POCSO Cases,[IPC- 376] [POCSO- 5/6]
412,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3,4,5,6]"
413,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 3/4]"
414,BALAGHAT,1,POCSO Cases,"[IPC- 376,506] [POCSO- 3/4]"
415,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 3,4,5,6]"
416,BALAGHAT,8,POCSO Cases,"[IPC- 363,366] [POCSO- 7,8]"
417,BALAGHAT,1,POCSO Cases,"[IPC- 305] [POCSO- 11,12]"
418,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 5,6]"
419,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 3,4]"
420,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376,323] [POCSO- 3,4,5,6]"
421,BALAGHAT,1,POCSO Cases,"[IPC- 354,506] [POCSO- 7/8,9/10]"
422,BALAGHAT,1,POCSO Cases,"[IPC- 376] [POCSO- 7,8]"
423,BALAGHAT,1,POCSO Cases,"[IPC- 354,509] [POCSO- 11/12]"
424,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 5,6]"
425,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376(2)N] [POCSO- 4,5,6]"
426,BALAGHAT,1,POCSO Cases,"[IPC- 76N,506 part-2] [POCSO- 5L/6]"
427,BALAGHAT,1,POCSO Cases,"[IPC- 354,354(A)] [POCSO- 7/8]"
428,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376,376(j),] [POCSO- 4]"
429,BALAGHAT,2,POCSO Cases,[IPC- 376] [POCSO- 5L/6]
430,BALAGHAT,1,POCSO Cases,"[IPC- 363,366,376,109] [POCSO- 3,4,5,6,7,8,9]"
431,BALAGHAT,1,Sensational & Heinous,[IPC- 302]
432,BALAGHAT,1,Sensational & Heinous,"[IPC- 376, 341] [POCSO- 8]"
433,BALAGHAT,2,Sensational & Heinous,"[IPC- 286, 304] [EXP- 4, 5]"
434,BALAGHAT,8,Sensational & Heinous,"[IPC- 121A, 120B] [ULPA- 13,17,4]"
435,BALAGHAT,1,Sensational & Heinous,"[IPC- 376, 376(2)G] [POCSO- 3,4]"
436,BALAGHAT,1,Sensational & Heinous,"[IPC- 342, 363, 376(2)I,506] [POCSO- 5(M),6]"
437,BALAGHAT,1,Sensational & Heinous,"[IPC- 376] [POCSO- 5,6]"
438,BALAGHAT,1,Sensational & Heinous,"[IPC- 363, 366, 376] [POCSO- 5,6]"
439,BALAGHAT,1,Sensational & Heinous,[IPC- 302]
440,BALAGHAT,2,Sensational & Heinous,"[IPC- 302, 201, 34]"
441,BALAGHAT,7,Sensational & Heinous,"[IPC- 304, 201, 34 ipc] [Othr- 135 mp electric act]"
442,BALAGHAT,2,Sensational & Heinous,[IPC- 302]
443,BALAGHAT,6,Sensational & Heinous,
444,BALAGHAT,1,Sensational & Heinous,
445,BALAGHAT,1,Sensational & Heinous,"[IPC- 302,201]"
446,BALAGHAT,1,Sensational & Heinous,"[IPC- 302,201]"
447,BALAGHAT,1,Sensational & Heinous,"[IPC- 376(2)N] [POCSO- 5(M),5(L)]"
448,BALAGHAT,1,Sensational & Heinous,"[IPC- 363,376,302,201]"
449,BALAGHAT,2,Sensational & Heinous,"[IPC- 302,34]"
450,BALAGHAT,1,Sensational & Heinous,[IPC- 307 302]
451,BALAGHAT,1,Sensational & Heinous,"[IPC- 376] [POCSO- 5,6]"
452,BALAGHAT,3,Sensational & Heinous,"[IPC- 376,34] [POCSO- 9,10]"
453,BALAGHAT,1,Sensational & Heinous,"[IPC- 376] [POCSO- 7,8,9,10]"
454,BALAGHAT,1,Sensational & Heinous,
455,BALAGHAT,5,Sensational & Heinous,"[IPC- 302, 201, 120B,34] [Atrocity- 3(2)5]"
456,BALAGHAT,1,Sensational & Heinous,
457,BALAGHAT,1,Sensational & Heinous,"[IPC- 449, 302]"
458,BALAGHAT,1,Sensational & Heinous,"[IPC- 342, 363, 376(2)(I),506] [POCSO- 5,6]"
459,BARWANI,1,POCSO Cases,"[IPC- 363,366] [POCSO- 7/8]"
460,BARWANI,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
461,BARWANI,1,POCSO Cases,"[IPC- 376(2)N, 376(2)i] [POCSO- 5/6]"
462,BARWANI,1,POCSO Cases,"[IPC- 363,366A,376(2),506,34] [POCSO- 3/4,5/6]"
463,BARWANI,1,POCSO Cases,"[IPC- 363,366,376,376(2)] [POCSO- 3/4]"
464,BARWANI,1,POCSO Cases,"[IPC- 354,354(1)] [POCSO- 7/8]"
465,BARWANI,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 5/6,3/4]"
466,BARWANI,1,POCSO Cases,"[IPC- 354,452] [POCSO- 7/8]"
467,BARWANI,1,POCSO Cases,"[IPC- 376(2),450,342,506] [POCSO- 3/4]"
468,BARWANI,1,POCSO Cases,"[IPC- 363,366A,376(2)N,506,34] [POCSO- 5L/6]"
469,BARWANI,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/16]"
470,BARWANI,1,POCSO Cases,"[IPC- 363,366,354] [POCSO- 7/8]"
471,BARWANI,1,POCSO Cases,"[IPC- 354,354?,376,511] [POCSO- 7/8]"
472,BARWANI,1,POCSO Cases,"[IPC- 363,366,376,368,34] [POCSO- 3/4]"
473,BARWANI,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
474,BARWANI,1,POCSO Cases,"[IPC- 354,454,506] [POCSO- 7/8]"
475,BARWANI,1,POCSO Cases,[IPC- 354] [POCSO- 3/4]
476,BARWANI,1,POCSO Cases,"[IPC- 354,354A,354D,294,506] [POCSO- 7/8]"
477,BARWANI,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
478,BARWANI,1,POCSO Cases,"[IPC- 377,506] [POCSO- 3/4,7/8]"
479,BARWANI,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
480,BARWANI,1,POCSO Cases,[IPC- 376-376(2)] [POCSO- 3/4]
481,BARWANI,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
482,BARWANI,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 3/4]"
483,BARWANI,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
484,BARWANI,3,POCSO Cases,"[IPC- 294, 323, 506, 354, 134] [POCSO- 7/8]"
485,BARWANI,1,POCSO Cases,"[IPC- 363,376(2),506] [POCSO- 3/4,5/4]"
486,BARWANI,1,POCSO Cases,"[IPC- 363,366,376(2),376(1)] [POCSO- 3/4,7/8]"
487,BARWANI,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
488,BARWANI,1,Sensational & Heinous,[IPC- 302]
489,BARWANI,1,Sensational & Heinous,[IPC- 354-456] [Atrocity- 3(1)B(I)-3(2)V(A)]
490,BARWANI,4,Sensational & Heinous,[IPC- 302]
491,BARWANI,1,Sensational & Heinous,[IPC- 302]
492,BARWANI,1,Sensational & Heinous,[IPC- 302]
493,BARWANI,1,Sensational & Heinous,[IPC- 363-376(1)-511] [POCSO- 7/8]
494,BARWANI,2,Sensational & Heinous,[IPC- 304B-498A-34] [DPA- 3/4]
495,BARWANI,1,Sensational & Heinous,[IPC- 376-376(2)-323-506] [POCSO- 3/4]
496,BARWANI,1,Sensational & Heinous,[IPC- 376-376(2)-450-506] [POCSO- 3/4-5(j)/6]
497,BARWANI,2,Sensational & Heinous,[IPC- 307-302-34]
498,BARWANI,2,Sensational & Heinous,[IPC- 302]
499,BARWANI,4,Sensational & Heinous,"[IPC- 294-323-307-34, 302]"
500,BARWANI,2,Sensational & Heinous,[IPC- 363- 302- 201]
501,BARWANI,1,Sensational & Heinous,[IPC- 302] [Atrocity- 3(2)5]
502,BARWANI,4,Sensational & Heinous,[IPC- 302- 294- 323- 34]
503,BARWANI,3,Sensational & Heinous,[IPC- 302-201]
504,BARWANI,2,Sensational & Heinous,[IPC- 302-201-34]
505,BARWANI,1,Sensational & Heinous,[NDPS- 8/20]
506,BARWANI,5,Sensational & Heinous,[IPC- 307] [ARMs- 25-27]
507,BARWANI,1,Sensational & Heinous,[IPC- 302]
508,BARWANI,1,Sensational & Heinous,[IPC- 376-511] [POCSO- 3/4]
509,BARWANI,2,Sensational & Heinous,[IPC- 363-366A-376(A)(B)- 376(D.B.)] [Atrocity- 3(2)5] [POCSO- 3/4- 5(G)/6]
510,BARWANI,5,Sensational & Heinous,[IPC- 302-201]
511,BARWANI,1,Sensational & Heinous,[IPC- 302-201]
512,BARWANI,1,Sensational & Heinous,[IPC- 376(2)(I)-450] [POCSO- 3/4- 5(L)/6]
513,BARWANI,1,Sensational & Heinous,[IPC- 307-302]
514,BARWANI,3,Sensational & Heinous,[IPC- 120B-302-34]
515,BARWANI,1,Sensational & Heinous,[IPC- 306-409-420- 467- 468]
516,BARWANI,1,Sensational & Heinous,[IPC- 302]
517,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(2)(J), 376(2)(N), 506] [POCSO- 3/4, 5(L)/6]"
518,BETUL,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 5(L)/6]"
519,BETUL,1,POCSO Cases,"[IPC- 363,376] [POCSO- 3-4]"
520,BETUL,1,POCSO Cases,"[IPC- 376(2)(N),376(2)(M)] [POCSO- 5(L)/6, 5(J)(ii)/6]"
521,BETUL,1,POCSO Cases,"[IPC- 366, 376(2)(N), 376(2)(M)] [POCSO- 5(L)/6, 5(J)(ii)/6]"
522,BETUL,2,POCSO Cases,[IPC- 376(2)(N)] [POCSO- 3/4]
523,BETUL,5,POCSO Cases,"[IPC- 363,376(D),] [POCSO- 5(J)/6]"
524,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376] [POCSO- 3-4]"
525,BETUL,1,POCSO Cases,"[IPC- 363,366,376(2)(N)] [POCSO- 5(L)/6]"
526,BETUL,1,POCSO Cases,"[IPC- 363,366,376(2)(I)] [POCSO- 3/4]"
527,BETUL,1,POCSO Cases,"[IPC- 354, 506] [POCSO- 7/8]"
528,BETUL,3,POCSO Cases,"[IPC- 363,366,376(2)(I)376(N),506] [POCSO- 5/6]"
529,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(2)(J)] [POCSO- 3/4]"
530,BETUL,1,POCSO Cases,"[IPC- 363,366,376(3)]366a,370(1)]506] [IPC- 5/6,17]"
531,BETUL,5,POCSO Cases,"[IPC- 375(3),376(2).506] [POCSO- 5/6]"
532,BETUL,1,POCSO Cases,"[IPC- 376,506] [POCSO- 5/6]"
533,BETUL,1,POCSO Cases,"[IPC- 376(2)(N),506] [POCSO- 5/6]"
534,BETUL,1,POCSO Cases,"[IPC- 177,511] [POCSO- 11/12]"
535,BETUL,1,POCSO Cases,"[IPC- 376(2)(N) 376(2)(F), 506B] [POCSO- 5(L)/6, 5(N)/6]"
536,BETUL,1,POCSO Cases,"[IPC- 363, 366(A), 376(2)(N)] [POCSO- 5(I)/6]"
537,BETUL,1,POCSO Cases,[IPC- 354] [POCSO- 11/12] [ITA- 67]
538,BETUL,1,POCSO Cases,"[IPC- 451,354,354(A),323,506(2)] [POCSO- 8]"
539,BETUL,2,POCSO Cases,"[IPC- 363,366,376(1)] [POCSO- 3/4]"
540,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(3), 506] [POCSO- 3/4, 5(L)/6]"
541,BETUL,1,POCSO Cases,"[POCSO- 4,5,6] [IPC- 363, 366(A),376]"
542,BETUL,3,POCSO Cases,"[IPC- 376(d),354,323,506(2)] [POCSO- 5,6]"
543,BETUL,1,POCSO Cases,"[IPC- 456, 354(A)] [POCSO- 12]"
544,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(2)(N)] [POCSO- 5(L)/6]"
545,BETUL,1,POCSO Cases,"[IPC- 376(A)(B), 376(2)(L), 376(2)(M)] [POCSO- 5(M)/6, 5(K)/6]"
546,BETUL,1,POCSO Cases,"[IPC- 363,366,376(2)(I)376(2)(n)] [POCSO- 5(L)/6]"
547,BETUL,1,POCSO Cases,"[IPC- 363,366,376,(2)(I)(n)] [POCSO- 35(L)/6]"
548,BETUL,2,POCSO Cases,"[IPC- 363,366,328,376(2)(I),342,201] [POCSO- 3/4]"
549,BETUL,1,POCSO Cases,"[IPC- 363,366,376(1)] [POCSO- 5/6]"
550,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(2)(N)] [POCSO- 5(L)/6]"
551,BETUL,1,POCSO Cases,"[IPC- 363,366,376(2)(j)] [POCSO- 3/4]"
552,BETUL,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
553,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(2)(N),506(2)] [POCSO- 5/6]"
554,BETUL,1,POCSO Cases,"[IPC- 363,366(A)]"
555,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(2)(I), 376(2)(N)] [POCSO- 3/4, 5(L)/6]"
556,BETUL,1,POCSO Cases,"[IPC- 354,506(2)] [POCSO- 7/8]"
557,BETUL,1,POCSO Cases,"[IPC- 354,506] [POCSO- 7/8]"
558,BETUL,1,POCSO Cases,"[IPC- 376,376(2)(N)450,451] [POCSO- 3/4, 5(L)/6]"
559,BETUL,1,POCSO Cases,"[IPC- 363, 343, 376(3), 376(2)(N)] [POCSO- 3/4, 5(L)/6]"
560,BETUL,1,POCSO Cases,"[IPC- 354, 366, 343, 376] [POCSO- 3/4]"
561,BETUL,1,POCSO Cases,"[IPC- 363, 366, 342, 376(2)(J)] [POCSO- 3/4]"
562,BETUL,2,POCSO Cases,"[IPC- 363,366(A0,376(2),376(2)(J),368] [POCSO- 5(L)/6]"
563,BETUL,1,POCSO Cases,"[IPC- 354,342,451,506(2)] [POCSO- 7/8]"
564,BETUL,1,POCSO Cases,"[IPC- 354(B),323,506(2)] [POCSO- 7/8]"
565,BETUL,1,POCSO Cases,"[IPC- 376(2)(M), 376(A)(B)] [POCSO- 5(M)/6, 5(I)/6]"
566,BETUL,1,POCSO Cases,"[IPC- 363,376(2)(n),506] [POCSO- 5/6]"
567,BETUL,1,POCSO Cases,"[IPC- 363,366(A), 376(2)(N)] [POCSO- 5(L)/6]"
568,BETUL,1,POCSO Cases,"[IPC- 376(2)(J), 376(2)(M), 306] [POCSO- 3/4, 5/6]"
569,BETUL,1,POCSO Cases,"[IPC- 354,354 D, 294, 323] [POCSO- 11(1)/12, 11(4)/12]"
570,BETUL,1,POCSO Cases,"[IPC- 376(2)(N),376(M)] [POCSO- 5/6]"
571,BETUL,1,POCSO Cases,[IPC- 376(A)(B)] [POCSO- 5/6]
572,BETUL,2,POCSO Cases,"[IPC- 363,366,376(2)(n),344] [POCSO- 3/4]"
573,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(2)(N),344,506(2)] [POCSO- 3/4]"
574,BETUL,1,POCSO Cases,[IPC- 354(D)] [POCSO- 12]
575,BETUL,1,POCSO Cases,"[IPC- 363, 366, 376(2)(N)] [POCSO- 5(L)/6]"
576,BETUL,1,POCSO Cases,"[IPC- 363,366,376(2)(I),376(2)(N)] [POCSO- 5(L)/6]"
577,BETUL,1,POCSO Cases,"[IPC- 363,366,376(2)(n)] [POCSO- 5(M)/6]"
578,BETUL,1,POCSO Cases,"[IPC- 354,] [POCSO- 11/12]"
579,BETUL,1,POCSO Cases,"[IPC- 363, 366, 343, 376(3), 376(2)(N)] [POCSO- 3/4, 5(L)/6, 5(I)/6]"
580,BETUL,1,POCSO Cases,"[IPC- 363. 366, 376(3), 376(2)(J),376(2)(L)] [POCSO- 5(L)/6]"
581,BETUL,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5(J)(II)/6]"
582,BETUL,1,POCSO Cases,"[IPC- 354,454] [POCSO- 7/8]"
583,BETUL,1,POCSO Cases,"[IPC- 376(2)(I),376(2)(n)]376(2)(m)]376(2)(L)] [POCSO- 5(m)/6.5(t)/6]"
