Index,District,No_of_Accused,Category,Acts
5724,TIKAMGARH,1,POCSO Cases,"[IPC- 354A] [POCSO- 7/8,11/12]"
5725,TIKAMGARH,1,POCSO Cases,"[IPC- 366,363,376(2),342] [POCSO- 5a(i),6,17]"
5726,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.307.376] [POCSO- 3/4]
5727,TIKAMGARH,2,POCSO Cases,"[IPC- 363.366.376.34] [POCSO- 3/4,5/6,17] [Othr- 3.181.4.180.146/196 mv act]"
5728,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6,7/8]"
5729,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366A,376] [POCSO- 3/4,5(i)/6]"
5730,TIKAMGARH,2,POCSO Cases,"[IPC- 363.366.376] [POCSO- 3/4,5/6,17]"
5731,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5732,TIKAMGARH,1,POCSO Cases,[IPC- 354.34] [POCSO- 11/12]
5733,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5734,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
5735,TIKAMGARH,2,POCSO Cases,[IPC- 376.454.506.34] [POCSO- 3/4]
5736,TIKAMGARH,2,POCSO Cases,"[IPC- 354, 341,294,506,34] [POCSO- 11/12]"
5737,TIKAMGARH,1,POCSO Cases,"[IPC- 354,456] [POCSO- 7/8]"
5738,TIKAMGARH,7,POCSO Cases,[IPC- 354A.354C.506] [POCSO- 11/12]
5739,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5740,TIKAMGARH,2,POCSO Cases,"[IPC- 363.366.376] [POCSO- 3/4,7/8]"
5741,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5742,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
5743,TIKAMGARH,1,POCSO Cases,[IPC- 354.323.294.506] [POCSO- 7/8]
5744,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4, 7/8]"
5745,TIKAMGARH,1,POCSO Cases,"[IPC- 363.366A.376] [POCSO- 3/4,5/6]"
5746,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5747,TIKAMGARH,2,POCSO Cases,"[IPC- 376,450,506,34] [POCSO- 5/6]"
5748,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5749,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5750,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5a(i)/6]
5751,TIKAMGARH,1,POCSO Cases,[IPC- 363.366] [POCSO- 11/12]
5752,TIKAMGARH,1,POCSO Cases,[IPC- 363.366] [POCSO- 7/8]
5753,TIKAMGARH,3,POCSO Cases,"[IPC- 363,354,376,324,376D] [POCSO- 3,4,7,8]"
5754,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5755,TIKAMGARH,1,POCSO Cases,"[IPC- 354] [POCSO- 7/8, 11/12]"
5756,TIKAMGARH,1,POCSO Cases,"[IPC- 363, 366, 376] [POCSO- 3/4, 5/6]"
5757,TIKAMGARH,1,POCSO Cases,[IPC- 354] [POCSO- 11/12]
5758,TIKAMGARH,5,POCSO Cases,"[IPC- 363.366.376.342.506] [POCSO- 5(G)/6,16/17]"
5759,TIKAMGARH,1,POCSO Cases,"[IPC- 354, 506] [POCSO- 7/8, 11/12]"
5760,TIKAMGARH,1,POCSO Cases,[IPC- 376] [POCSO- 5/6]
5761,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5762,TIKAMGARH,5,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5763,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376,34] [POCSO- 3/4,17/18]"
5764,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4, 5/6]"
5765,TIKAMGARH,3,POCSO Cases,"[IPC- 354,342,323,506,34] [POCSO- 7/8]"
5766,TIKAMGARH,1,POCSO Cases,"[IPC- 354,294,506] [POCSO- 5(i)/6]"
5767,TIKAMGARH,1,POCSO Cases,"[IPC- 363.366.376] [POCSO- 3/4, 5/6]"
5768,TIKAMGARH,1,POCSO Cases,"[IPC- 363.366.376] [POCSO- 3/4,5/6]"
5769,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5770,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5771,TIKAMGARH,1,POCSO Cases,[IPC- 376(2)] [POCSO- 5(J)(D)]
5772,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,366a] [POCSO- 11/12]"
5773,TIKAMGARH,1,POCSO Cases,"[IPC- 354a,354b,323,324] [POCSO- 7/8]"
5774,TIKAMGARH,1,POCSO Cases,"[IPC- 363, 366, 376] [POCSO- 3/4]"
5775,TIKAMGARH,1,POCSO Cases,"[IPC- 363.366.376] [POCSO- 3/4,5/6]"
5776,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5777,TIKAMGARH,2,POCSO Cases,"[IPC- 354,452,34] [POCSO- 7/8]"
5778,TIKAMGARH,1,POCSO Cases,"[IPC- 376,450,506] [POCSO- 5/6]"
5779,TIKAMGARH,1,POCSO Cases,"[IPC- 363.366.376.506.342] [POCSO- 3/4,5/6]"
5780,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4,5/6]"
5781,TIKAMGARH,3,POCSO Cases,[IPC- 363.366.376.354.34] [POCSO- 3/4.7/8]
5782,TIKAMGARH,1,POCSO Cases,[IPC- 456.354] [POCSO- 7/8]
5783,TIKAMGARH,2,POCSO Cases,[IPC- 456.457.506.354] [POCSO- 7/8]
5784,TIKAMGARH,2,POCSO Cases,"[IPC- 323,354,506 06]34 Hkknfo 7@8 iksDlks ,DV"" 323,354,506] [POCSO- 7/8]"
5785,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5786,TIKAMGARH,1,POCSO Cases,[IPC- 376.323] [POCSO- 3/4]
5787,TIKAMGARH,4,POCSO Cases,[IPC- 363.366.368.376] [POCSO- 5/6]
5788,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5789,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5790,TIKAMGARH,5,POCSO Cases,"[IPC- 363, 366, 376, 120B, 109] [POCSO- 5/6, 17]"
5791,TIKAMGARH,3,POCSO Cases,"[IPC- 354A,506,34] [POCSO- 7/8, 11/12]"
5792,TIKAMGARH,2,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5793,TIKAMGARH,1,POCSO Cases,"[IPC- 354A,506,376] [POCSO- 7/8]"
5794,TIKAMGARH,1,POCSO Cases,[IPC- 354d.323.324.506.294] [POCSO- 7/8]
5795,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 6]
5796,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5797,TIKAMGARH,2,POCSO Cases,[IPC- 354.323.294.506.34] [POCSO- 7/8]
5798,TIKAMGARH,2,POCSO Cases,
5799,TIKAMGARH,1,POCSO Cases,[IPC- 363.366A.376(2)] [POCSO- 5/6]
5800,TIKAMGARH,1,POCSO Cases,"[IPC- 363.366.376] [POCSO- 3/4,5/6]"
5801,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376(2)] [POCSO- 5/6]
5802,TIKAMGARH,3,POCSO Cases,"[IPC- 363,366,376,376D,506] [POCSO- 5/6]"
5803,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5804,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5805,TIKAMGARH,2,POCSO Cases,"[IPC- 363,366,376,34] [POCSO- 5d/6]"
5806,TIKAMGARH,1,POCSO Cases,[IPC- 370] [POCSO- 5/6]
5807,TIKAMGARH,1,POCSO Cases,"[IPC- 363, 366 , 376] [POCSO- 5/6]"
5808,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 7/8]
5809,TIKAMGARH,1,POCSO Cases,[IPC- 354.506] [POCSO- 7/8]
5810,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5811,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376(2)] [POCSO- 5/6]
5812,TIKAMGARH,2,POCSO Cases,"[IPC- 363] [POCSO- 11(1),12]"
5813,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.354] [POCSO- 11(i)]
5814,TIKAMGARH,2,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
5815,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5816,TIKAMGARH,1,POCSO Cases,[IPC- 376.450.506] [POCSO- 7/8]
5817,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4,5/6]"
5818,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376.506] [POCSO- 3/4]
5819,TIKAMGARH,1,POCSO Cases,[IPC- 376.506] [POCSO- 3/4]
5820,TIKAMGARH,2,POCSO Cases,[IPC- 376C(D).506] [POCSO- 5g/6.17]
5821,TIKAMGARH,2,POCSO Cases,"[IPC- 363.366.376(D)] [POCSO- 3/4,5/6]"
5822,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5823,TIKAMGARH,2,POCSO Cases,"[IPC- 354.506.341] [POCSO- 7/8,11/12]"
5824,TIKAMGARH,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
5825,TIKAMGARH,1,POCSO Cases,[IPC- 363.366.376.120B] [POCSO- 16/17]
5826,TIKAMGARH,2,POCSO Cases,
5827,TIKAMGARH,8,Sensational & Heinous,"[IPC- 147, 148, 149, 341, 302]"
5828,TIKAMGARH,4,Sensational & Heinous,[IPC- 392]
5829,TIKAMGARH,4,Sensational & Heinous,[IPC- 302. 34]
5830,TIKAMGARH,1,Sensational & Heinous,[IPC- 376] [POCSO- 5/6]
5831,TIKAMGARH,4,Sensational & Heinous,"[IPC- 307, 120B] [ARMs- 25/27]"
5832,TIKAMGARH,4,Sensational & Heinous,"[IPC- 366A, 376D,] [POCSO- 3/4]"
5833,TIKAMGARH,2,Sensational & Heinous,[IPC- 363.376 ipc] [Atrocity- 3(1) 11 3(2) 5A] [POCSO- 3/4] [IPC- 363.376 ipc] [Atrocity- 3(1) 11 3(2) 5A] [POCSO- 3/4]
5834,TIKAMGARH,1,Sensational & Heinous,"[IPC- 377] [Atrocity- 3(1)B, 3(2)5, 3(2)5A] [POCSO- 5D, 6]"
5835,TIKAMGARH,1,Sensational & Heinous,"[IPC- 363.366.376.456.342.506.34] [POCSO- 5/6] [Atrocity- 3(1)5 , 3(2)5 A]"
5836,TIKAMGARH,1,Sensational & Heinous,"[IPC- 295A, 153A] [ITA- 67]"
5837,TIKAMGARH,1,Sensational & Heinous,"[IPC- 307, 302]"
5838,TIKAMGARH,1,Sensational & Heinous,"[IPC- 457, 376] [POCSO- 6]"
5839,TIKAMGARH,1,Sensational & Heinous,[IPC- 363.366.376] [POCSO- 5/6]
5840,TIKAMGARH,1,Sensational & Heinous,"[IPC- 302, 307, 294, 506]"
5841,TIKAMGARH,3,Sensational & Heinous,"[IPC- 376(2)(D), 342, 34]"
5842,TIKAMGARH,3,Sensational & Heinous,[IPC- 376 (D) 34] [Atrocity- 3(2) (5)]
5843,TIKAMGARH,2,Sensational & Heinous,"[IPC- 324, 323, 307, 302, 34 ipc]"
5844,TIKAMGARH,1,Sensational & Heinous,[IPC- 376 (2)] [POCSO- 5A (I)/6 pocso Act]
5845,TIKAMGARH,1,Sensational & Heinous,[IPC- ipc]
5846,TIKAMGARH,1,Sensational & Heinous,"[IPC- 376(2) F, 354A] [POCSO- 5M/6]"
5847,TIKAMGARH,11,Sensational & Heinous,"[IPC- 302,201,34]"
5848,TIKAMGARH,2,Sensational & Heinous,"[IPC- 302, 201]"
5849,TIKAMGARH,1,Sensational & Heinous,[IPC- 376(2)] [POCSO- 5/6]
5850,TIKAMGARH,2,Sensational & Heinous,[IPC- 302.201.120B. 34]
5851,TIKAMGARH,2,Sensational & Heinous,"[IPC- 376, 450, 506] [POCSO- 5/6]"
5852,TIKAMGARH,3,Sensational & Heinous,"[IPC- 326A, 34]"
5853,TIKAMGARH,1,Sensational & Heinous,"[IPC- 377, 506 ipc] [POCSO- 3/4 Pocso Act]"
5854,TIKAMGARH,5,Sensational & Heinous,"[IPC- 302, 34, 201, 112, 116, 224 ipc]"
5855,TIKAMGARH,1,Sensational & Heinous,"[IPC- 377,506] [POCSO- 3/4]"
5856,TIKAMGARH,8,Sensational & Heinous,"[IPC- 302, 147, 148, 149] [ARMs- 25/27]"
5857,TIKAMGARH,1,Sensational & Heinous,"[IPC- 305, 306, 354] [PCA- 7/8]"
5858,TIKAMGARH,3,Sensational & Heinous,[IPC- 498A. 304B.302. 34 IPC] [DPA- 3/4]
5859,TIKAMGARH,1,Sensational & Heinous,"[IPC- 295, 153A] [ITA- 84]"
5860,TIKAMGARH,1,Sensational & Heinous,"[IPC- 376, 450, 506] [POCSO- 5/6]"
5861,TIKAMGARH,4,Sensational & Heinous,"[IPC- 363, 366, 376D, 506, 34] [POCSO- 5/6]"
5862,TIKAMGARH,1,Sensational & Heinous,"[IPC- 376] [POCSO- 7/8, 11(i)/12]"
5863,TIKAMGARH,1,Sensational & Heinous,"[IPC- 376, 506, 342] [POCSO- 3/4]"
5864,TIKAMGARH,1,Sensational & Heinous,"[IPC- 376(2) 354.506] [POCSO- 5(I)/6, 9/10]"
5865,TIKAMGARH,1,Sensational & Heinous,[IPC- 295A] [ITA- 67]
5866,UJJAIN,1,POCSO Cases,[IPC- 363.366.376.] [POCSO- 7/8]
5867,UJJAIN,1,POCSO Cases,"[IPC- 376] [POCSO- 3/4,5/6]"
5868,UJJAIN,1,POCSO Cases,"[IPC- 363,366,368,] [POCSO- 3/4]"
5869,UJJAIN,3,POCSO Cases,[POCSO- 7/8L]
5870,UJJAIN,2,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376(2)(N)]
5871,UJJAIN,2,POCSO Cases,"[POCSO- 5(L)/6, 16/17] [IPC- 363.366.376(2)(n)]"
5872,UJJAIN,1,POCSO Cases,[POCSO- 5(J-ii)(L)(Q)]
5873,UJJAIN,1,POCSO Cases,[IPC- 363.366.376.] [POCSO- 3.4.5]
5874,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [PCA- 3/4]
5875,UJJAIN,1,POCSO Cases,[IPC- 354.323.506] [POCSO- 7/8]
5876,UJJAIN,1,POCSO Cases,"[IPC- 366,376(2)] [POCSO- 5/6]"
5877,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5878,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5879,UJJAIN,1,POCSO Cases,"[IPC- 368,366,376] [POCSO- 5/6]"
5880,UJJAIN,4,POCSO Cases,[POCSO- 7/8L]
5881,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5882,UJJAIN,4,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376(2)N]
5883,UJJAIN,1,POCSO Cases,[IPC- 376(2)] [POCSO- 5L/6]
5884,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5885,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5886,UJJAIN,1,POCSO Cases,[POCSO- 7/8] [IPC- 363.366.376]
5887,UJJAIN,3,POCSO Cases,[POCSO- 5/6L]
5888,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5889,UJJAIN,1,POCSO Cases,[POCSO- 3/4] [IPC- 376(2)(n)]
5890,UJJAIN,8,POCSO Cases,[POCSO- 7/8] [IPC- 363.366.376(2)N.368.376(1)]
5891,UJJAIN,1,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376]
5892,UJJAIN,1,POCSO Cases,[POCSO- 3/4] [IPC- 363.366.376(2)N]
5893,UJJAIN,3,POCSO Cases,[POCSO- 5/6L]
5894,UJJAIN,2,POCSO Cases,[POCSO- 16/17] [IPC- 363.376]
5895,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5896,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5897,UJJAIN,1,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 16/17]"
5898,UJJAIN,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
5899,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5900,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5901,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5902,UJJAIN,1,POCSO Cases,[POCSO- 11/12]
5903,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5904,UJJAIN,5,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376]
5905,UJJAIN,1,POCSO Cases,[POCSO- 7/8.3/4] [IPC- 323.354.342.506]
5906,UJJAIN,2,POCSO Cases,"[IPC- 363,366,376(2)] [POCSO- 5/6]"
5907,UJJAIN,1,POCSO Cases,"[IPC- 363,366,376,368] [POCSO- 3/4]"
5908,UJJAIN,2,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376(2)N]
5909,UJJAIN,2,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376(2)N]
5910,UJJAIN,1,POCSO Cases,"[IPC- 354,509,506] [POCSO- 7/8]"
5911,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 7/8]
5912,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4.5/6]
5913,UJJAIN,1,POCSO Cases,[POCSO- 5/6L]
5914,UJJAIN,1,POCSO Cases,[POCSO- 12(1).12] [IPC- 354(A)]
5915,UJJAIN,1,POCSO Cases,[POCSO- 4/5] [IPC- 363.366.376(2)N]
5916,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5917,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5918,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5919,UJJAIN,1,POCSO Cases,[POCSO- 5/6L]
5920,UJJAIN,2,POCSO Cases,[POCSO- 7/8] [IPC- 354.323/34.506-2]
5921,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5922,UJJAIN,2,POCSO Cases,[IPC- 341.363.366.376.506] [POCSO- 5/6]
5923,UJJAIN,2,POCSO Cases,[IPC- 354.354A.506] [POCSO- 7/8]
5924,UJJAIN,1,POCSO Cases,[IPC- 354.354I.456] [POCSO- 7/8]
5925,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4 5/6]
5926,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4.4/6]
5927,UJJAIN,1,POCSO Cases,"[IPC- 363,366,376,368] [POCSO- 3/4]"
5928,UJJAIN,1,POCSO Cases,"[IPC- 354(A),354(D)452] [POCSO- 7/8,11/12]"
5929,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5930,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5931,UJJAIN,1,POCSO Cases,[POCSO- 5/6]
5932,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5933,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5934,UJJAIN,1,POCSO Cases,"[POCSO- 7/8] [IPC- 363,366]"
5935,UJJAIN,3,POCSO Cases,[IPC- 363.366.376(2)] [POCSO- 5/6]
5936,UJJAIN,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
5937,UJJAIN,1,POCSO Cases,"[IPC- 363,366] [POCSO- 5/6]"
5938,UJJAIN,1,POCSO Cases,[IPC- 376/(2)] [POCSO- 5/6]
5939,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5940,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5941,UJJAIN,1,POCSO Cases,[POCSO- 5/6] [IPC- 366.363.376(2)N]
5942,UJJAIN,1,POCSO Cases,"[IPC- 363,366] [POCSO- 5/6]"
5943,UJJAIN,1,POCSO Cases,[IPC- 376(2)] [POCSO- 5/6]
5944,UJJAIN,1,POCSO Cases,[POCSO- 7/8] [IPC- 354.352.506(2)]
5945,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5946,UJJAIN,1,POCSO Cases,[POCSO- 7/8] [IPC- 341.354]
5947,UJJAIN,1,POCSO Cases,"[IPC- 507,] [POCSO- 11,12]"
5948,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5949,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5950,UJJAIN,1,POCSO Cases,[IPC- 376.342.511.354] [POCSO- 5/6]
5951,UJJAIN,1,POCSO Cases,"[IPC- 363,366,] [POCSO- 5/7]"
5952,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4.5/6]
5953,UJJAIN,1,POCSO Cases,[IPC- 363.376] [POCSO- 5/6]
5954,UJJAIN,1,POCSO Cases,"[IPC- 366,376] [POCSO- 5/6]"
5955,UJJAIN,1,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376]
5956,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5957,UJJAIN,1,POCSO Cases,[POCSO- 5/6] [IPC- 377.323.506(2)]
5958,UJJAIN,2,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5959,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5960,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5961,UJJAIN,1,POCSO Cases,"[IPC- 354,354 A,323] [POCSO- 7/8]"
5962,UJJAIN,1,POCSO Cases,[IPC- 354 D. 506] [POCSO- 20/2]
5963,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5964,UJJAIN,1,POCSO Cases,[POCSO- 5/6] [IPC- 376(2)(k).506(2)]
5965,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5966,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5967,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5968,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5969,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5970,UJJAIN,1,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376(2)N]
5971,UJJAIN,1,POCSO Cases,[POCSO- 11/12]
5972,UJJAIN,1,POCSO Cases,[IPC- 363.366.376-2.392.506] [POCSO- 5//6]
5973,UJJAIN,2,POCSO Cases,[IPC- 363.366.376] [POCSO- 3/4]
5974,UJJAIN,1,POCSO Cases,[IPC- 323.376] [POCSO- 3/4]
5975,UJJAIN,1,POCSO Cases,"[IPC- 376,376(1),] [POCSO- 3/4]"
5976,UJJAIN,1,POCSO Cases,[IPC- 354(D)] [POCSO- 7/8]
5977,UJJAIN,1,POCSO Cases,"[IPC- 354,506] [POCSO- 7/8]"
5978,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5979,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5980,UJJAIN,2,POCSO Cases,[POCSO- 7/8L]
5981,UJJAIN,1,POCSO Cases,[POCSO- 5/6] [IPC- 363.366.376(2)N]
5982,UJJAIN,1,POCSO Cases,[POCSO- 5/6] [IPC- 376(2)N.313]
5983,UJJAIN,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
5984,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5985,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5986,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5987,UJJAIN,3,POCSO Cases,[IPC- 363.366.376.] [POCSO- 3/4]
5988,UJJAIN,1,POCSO Cases,[IPC- 363.366.376.506] [POCSO- 5/6]
5989,UJJAIN,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 5/6]"
5990,UJJAIN,1,POCSO Cases,"[IPC- 354,(A1)354,(A2)354(D)] [POCSO- 11/12]"
5991,UJJAIN,2,POCSO Cases,[POCSO- 11/12] [IPC- 354(A).354(D).34.506-2]
5992,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5993,UJJAIN,1,POCSO Cases,[IPC- 354] [POCSO- 7/8]
5994,UJJAIN,1,POCSO Cases,[IPC- 307.354.] [POCSO- 7/8]
5995,UJJAIN,1,POCSO Cases,"[IPC- 363,366,376] [POCSO- 3/4]"
5996,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5997,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
5998,UJJAIN,1,POCSO Cases,[IPC- 363.366.376] [POCSO- 5/6]
5999,UJJAIN,1,POCSO Cases,[IPC- 363.368.376(2)] [POCSO- 3/4]
6000,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
6001,UJJAIN,1,POCSO Cases,[POCSO- 9/10] [IPC- 363.354]
6002,UJJAIN,1,POCSO Cases,[POCSO- 9/10] [IPC- 376(2).511.354.]
6003,UJJAIN,1,POCSO Cases,[POCSO- 7/8] [IPC- 363.366.376]
6004,UJJAIN,1,POCSO Cases,[IPC- 354A.354D.509.294.506] [POCSO- 11/12]
6005,UJJAIN,2,POCSO Cases,[IPC- 363.366.376.] [POCSO- 3/4.5/6]
6006,UJJAIN,1,POCSO Cases,"[IPC- 354(1), 354] [POCSO- 7/8]"
6007,UJJAIN,1,POCSO Cases,[POCSO- 7/8L]
6008,UJJAIN,4,Sensational & Heinous,"[IPC- 302,34]"
6009,UJJAIN,1,Sensational & Heinous,[IPC- 302]
6010,UJJAIN,1,Sensational & Heinous,[IPC- 302]
6011,UJJAIN,3,Sensational & Heinous,[IPC- 392. 120 B] [ARMs- 25 arms act]
6012,UJJAIN,8,Sensational & Heinous,[IPC- 147.148.149.452.504.302]
6013,UJJAIN,1,Sensational & Heinous,[IPC- 376.] [POCSO- 3/4]
6014,UJJAIN,3,Sensational & Heinous,[IPC- 147.148.149.307.302]
6015,UJJAIN,3,Sensational & Heinous,[IPC- 326.323.294.506.34]
6016,UJJAIN,8,Sensational & Heinous,[IPC- 307.147.148.149.427.294.506]
6017,UJJAIN,2,Sensational & Heinous,[IPC- 302] [Atrocity- 3.2.5]
6018,UJJAIN,1,Sensational & Heinous,[IPC- 376-2N.] [POCSO- 5/6]
6019,UJJAIN,3,Sensational & Heinous,[IPC- 392]
6020,UJJAIN,1,Sensational & Heinous,"[IPC- 376(2),] [POCSO- 5/6]"
6021,UJJAIN,2,Sensational & Heinous,"[IPC- 326304,294,,]"
6022,UJJAIN,3,Sensational & Heinous,[IPC- 394 IPC]
6023,UJJAIN,5,Sensational & Heinous,[IPC- 302. 341. 294. 34]
6024,UJJAIN,1,Sensational & Heinous,[IPC- 302]
6025,UJJAIN,2,Sensational & Heinous,[IPC- 450.394.397.412.201.302]
6026,UJJAIN,1,Sensational & Heinous,[IPC- 302.323.506.457.294.3(2)]
6027,UJJAIN,2,Sensational & Heinous,[IPC- 302.34]
6028,UJJAIN,2,Sensational & Heinous,[IPC- 295A.]
6029,UJJAIN,1,Sensational & Heinous,[IPC- 302.506]
6030,UJJAIN,3,Sensational & Heinous,[IPC- 392]
6031,UJJAIN,4,Sensational & Heinous,[IPC- 307.498A.304B.302]
6032,UJJAIN,1,Sensational & Heinous,"[IPC- 302,201]"
6033,UJJAIN,1,Sensational & Heinous,[IPC- 302.294]
6034,UJJAIN,5,Sensational & Heinous,[IPC- 302.452.294.34 IPC]
